,rowIndex,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,ClaimAmount
56834,56834,0.499,377,3,0,0,30,1,50,0,50,1,14,5,3,9,4,8,2,0.0
56845,56845,0.75,71,8,1,1,10,1,26,0,80,5,9,5,1,4,4,11,1,0.0
56846,56846,0.872,563,6,1,0,39,0,67,0,50,5,14,5,1,7,3,18,1,2196.477644
56847,56847,0.094,397,7,1,0,34,0,51,0,50,5,12,5,1,7,3,15,0,0.0
56866,56866,0.75,403,8,1,0,25,3,53,0,78,7,15,5,1,6,3,16,1,0.0
56873,56873,0.75,177,8,1,1,34,1,37,0,50,7,10,5,1,5,5,5,1,0.0
56882,56882,0.267,333,4,1,0,32,1,48,0,50,3,12,5,3,7,3,14,0,0.0
56921,56921,0.083,324,0,1,0,32,1,45,0,50,2,4,5,3,1,1,16,0,0.0
56922,56922,0.666,330,4,0,0,32,1,47,0,50,2,14,5,3,9,4,5,1,0.0
56958,56958,0.833,370,4,0,0,32,1,50,0,50,2,5,5,3,1,1,20,1,0.0
56962,56962,0.293,370,1,1,0,44,2,58,0,52,5,17,5,3,9,3,16,0,0.0
56990,56990,0.818,574,2,1,1,39,0,81,1,50,2,4,5,3,1,1,15,1,0.0
56999,56999,0.439,220,3,1,1,32,1,37,0,50,1,7,5,3,1,1,16,2,0.0
57027,57027,0.186,215,7,1,0,0,2,52,0,76,5,11,5,1,6,5,15,1,0.0
57064,57064,0.5,395,6,0,0,32,1,52,0,50,4,12,5,1,4,3,15,2,0.0
57105,57105,0.002,376,0,1,0,0,2,50,0,95,3,14,5,3,8,3,16,1,0.0
57117,57117,0.666,228,8,1,0,32,1,38,0,50,5,9,5,1,4,4,18,1,0.0
57123,57123,0.166,319,2,1,0,27,1,53,0,50,2,4,5,3,1,1,15,1,0.0
57133,57133,0.833,530,3,1,0,39,0,76,0,50,5,13,5,3,8,4,19,0,0.0
57142,57142,0.333,342,3,1,0,32,1,58,0,55,5,14,5,1,8,3,15,0,0.0
57151,57151,0.819,143,7,1,1,32,0,31,0,90,7,8,5,1,5,4,20,2,0.0
57168,57168,0.166,415,6,1,0,25,3,53,0,50,4,13,5,1,5,3,5,0,0.0
57169,57169,0.666,455,3,0,0,32,0,62,1,50,2,1,5,3,1,1,16,2,0.0
57187,57187,0.181,346,7,1,0,32,1,50,0,55,4,13,5,1,5,3,14,1,0.0
57230,57230,0.311,203,1,1,0,32,1,38,1,50,2,2,5,3,1,1,13,0,0.0
57243,57243,0.5,385,5,0,0,32,1,50,0,50,5,10,5,1,5,5,6,1,0.0
57245,57245,0.939,402,3,0,0,32,1,54,1,50,1,4,5,3,1,1,13,0,0.0
57281,57281,0.75,432,7,1,0,32,1,56,1,50,4,13,5,3,7,3,17,1,0.0
57288,57288,0.833,185,4,1,1,32,1,39,1,50,6,15,5,3,9,4,18,0,235.4610272
57289,57289,0.25,481,6,1,0,39,0,62,0,50,2,15,5,3,9,3,13,2,0.0
57313,57313,0.394,246,5,1,0,32,2,39,0,57,7,12,5,3,8,5,16,1,0.0
57317,57317,0.116,309,1,1,0,32,1,44,0,50,6,15,5,1,3,3,8,0,0.0
57334,57334,1.0,335,5,0,0,34,1,49,0,50,3,13,5,1,5,3,13,1,0.0
57355,57355,0.5,517,8,0,1,0,2,61,0,50,5,12,5,3,7,3,14,1,0.0
57357,57357,0.426,286,7,1,0,34,1,44,0,50,5,11,5,1,6,5,19,1,0.0
57365,57365,0.158,509,1,1,0,44,2,61,0,50,5,15,5,3,9,3,9,2,0.0
57384,57384,0.5,517,8,0,1,0,2,61,0,50,5,12,5,3,7,3,14,1,0.0
57413,57413,0.083,430,8,0,0,34,0,55,0,100,6,12,5,1,1,0,18,1,0.0
57419,57419,0.166,145,3,1,1,32,1,30,0,91,1,14,5,3,9,4,6,0,0.0
57430,57430,0.01,521,8,1,1,39,0,63,0,50,5,11,5,3,7,3,2,1,0.0
57431,57431,0.416,546,3,1,0,32,2,64,0,50,4,14,5,1,5,3,20,1,0.0
57435,57435,0.583,457,6,1,0,39,0,68,1,50,5,10,5,1,5,5,17,2,0.0
57461,57461,0.166,443,6,0,0,39,0,73,0,50,5,9,5,1,5,4,17,0,0.0
57473,57473,0.386,197,3,0,0,0,0,51,0,50,2,4,5,3,1,1,7,1,0.0
57494,57494,0.833,88,7,1,0,32,1,25,1,72,5,5,5,1,4,2,12,1,1204.0
57518,57518,0.166,418,6,1,0,0,2,56,0,50,5,12,5,3,8,5,15,1,0.0
57537,57537,1.0,450,6,1,0,25,3,57,0,50,5,10,5,1,5,5,20,1,0.0
57538,57538,0.166,319,2,1,0,27,1,53,0,50,2,4,5,3,1,1,15,1,0.0
57545,57545,0.882,221,6,1,0,32,1,48,0,51,4,13,5,1,4,3,12,0,0.0
57546,57546,0.5,368,8,1,0,32,1,49,1,50,5,13,5,1,7,3,12,0,0.0
57557,57557,0.75,53,1,1,1,32,1,23,0,90,5,13,5,3,8,4,15,0,0.0
57585,57585,0.224,464,7,1,0,39,0,69,1,50,5,10,5,1,5,5,17,2,0.0
57616,57616,0.478,200,7,1,0,32,1,34,0,57,5,5,5,1,4,2,18,1,0.0
57618,57618,0.666,47,4,0,0,10,1,26,0,95,2,3,5,3,1,1,12,1,0.0
57654,57654,0.416,119,5,1,1,32,1,32,0,60,5,12,5,3,8,4,15,1,0.0
57673,57673,0.749,567,2,0,0,39,0,66,0,50,2,13,5,3,9,5,7,0,0.0
57677,57677,0.014,419,3,0,0,29,2,56,0,58,6,11,5,3,9,4,8,1,0.0
57684,57684,0.166,425,1,0,0,32,2,58,0,50,2,2,5,3,1,1,3,0,0.0
57690,57690,1.0,549,4,0,0,27,2,65,0,50,6,13,5,1,2,0,5,2,1562.356495
57712,57712,0.666,193,3,0,1,32,1,34,1,76,2,3,5,3,1,1,7,1,0.0
57727,57727,0.027,141,2,1,1,32,2,31,0,65,6,12,5,3,9,5,17,0,0.0
57736,57736,0.249,405,5,1,0,32,1,52,0,57,6,17,5,3,9,5,5,0,0.0
57737,57737,0.916,447,8,0,0,34,1,55,0,50,5,9,5,3,7,5,11,1,2077.780967
57745,57745,0.194,423,4,1,0,32,2,53,0,50,6,17,5,3,9,5,6,2,0.0
57756,57756,0.666,105,0,0,0,29,1,33,0,95,2,4,5,3,1,1,16,0,0.0
57772,57772,0.002,408,3,1,0,32,1,52,0,50,5,15,5,3,9,5,7,2,0.0
57866,57866,0.631,384,7,1,0,32,0,56,1,50,7,9,5,1,6,5,19,1,0.0
57869,57869,0.563,275,6,1,0,32,1,43,0,68,3,13,5,3,7,3,19,1,0.0
57886,57886,0.833,438,8,1,0,32,1,55,0,50,3,13,5,1,4,3,15,1,483.6589124
57889,57889,0.206,408,7,1,0,39,0,54,0,50,5,13,5,1,7,3,14,1,0.0
57908,57908,0.696,267,7,1,0,32,1,41,0,69,5,8,5,1,5,5,18,1,0.0
57935,57935,0.371,88,6,1,0,34,1,25,0,100,4,11,5,1,5,4,13,2,0.0
57965,57965,0.528,359,3,1,0,0,2,48,0,66,1,14,5,3,9,3,17,0,0.0
57969,57969,0.25,211,7,0,1,32,0,35,0,64,5,9,5,1,5,5,17,1,0.0
57971,57971,0.166,435,5,1,0,32,1,54,0,50,5,11,5,1,7,5,5,0,0.0
57981,57981,0.916,461,0,1,0,32,2,57,0,50,2,3,5,3,1,1,7,2,0.0
57987,57987,0.678,373,5,1,0,32,1,55,0,100,5,9,5,1,5,4,15,1,0.0
58049,58049,0.166,209,1,1,0,32,1,35,0,85,5,10,5,3,9,4,11,1,0.0
58053,58053,1.0,463,5,0,0,32,0,56,0,72,6,18,5,3,9,5,6,0,0.0
58074,58074,1.0,426,6,1,0,0,1,54,0,50,2,13,5,3,9,5,16,1,934.71571
58151,58151,0.393,333,8,1,0,32,1,45,0,50,5,11,5,1,5,3,19,1,0.0
58162,58162,0.333,122,0,0,1,32,1,29,0,100,2,2,5,3,1,1,15,1,0.0
58178,58178,0.166,159,7,0,0,32,1,32,0,71,5,5,5,1,4,2,15,1,0.0
58188,58188,0.499,197,3,0,1,32,1,36,1,50,1,5,5,3,1,1,7,1,0.0
58210,58210,0.583,67,8,0,0,32,1,31,0,100,7,8,5,1,3,4,17,1,0.0
58216,58216,0.083,152,1,1,1,34,1,35,0,80,1,16,5,3,9,3,15,2,0.0
58217,58217,0.124,160,7,0,1,32,1,32,0,68,5,7,5,1,5,2,7,1,0.0
58218,58218,0.499,424,7,1,0,32,1,53,1,50,4,13,5,1,4,3,16,1,0.0
58223,58223,0.497,111,3,0,1,32,1,29,0,100,2,5,5,3,1,1,17,1,0.0
58227,58227,0.083,322,3,1,0,32,1,45,0,50,2,2,5,3,1,1,16,0,0.0
58249,58249,0.75,473,0,1,0,0,2,58,0,57,1,5,5,3,1,1,16,2,0.0
58251,58251,0.499,470,8,1,0,39,0,63,0,50,5,17,5,3,9,3,3,0,0.0
58269,58269,0.098,190,3,1,1,32,1,34,0,60,6,15,5,3,9,4,15,0,0.0
58272,58272,0.326,234,2,1,0,29,1,37,0,54,2,4,5,3,1,1,16,1,0.0
58273,58273,0.5,165,5,1,0,32,2,32,0,68,5,12,5,3,8,4,12,1,0.0
58286,58286,0.249,611,8,0,0,39,0,83,1,50,5,12,5,1,7,5,15,0,0.0
58288,58288,0.678,411,2,0,0,6,2,72,0,50,1,7,5,3,1,1,8,2,759.1450151
58299,58299,0.166,384,6,1,0,32,2,50,0,50,7,15,5,3,8,3,16,1,0.0
58348,58348,0.274,344,2,1,0,44,2,47,0,85,5,11,5,3,8,4,8,1,0.0
58369,58369,0.005,68,0,0,1,32,1,24,1,100,2,2,5,3,1,1,17,1,0.0
58373,58373,0.154,420,1,1,0,39,0,76,0,50,5,16,5,3,9,3,7,0,0.0
58390,58390,0.583,209,2,1,0,32,0,38,1,118,7,12,5,3,8,5,1,1,0.0
58402,58402,0.517,72,4,0,1,10,1,24,0,90,2,3,5,3,1,1,15,1,0.0
58404,58404,0.057,136,4,1,0,32,1,29,0,68,2,14,5,3,9,4,14,1,0.0
58426,58426,0.333,235,4,0,1,32,2,38,0,112,7,7,5,1,5,4,15,1,0.0
58431,58431,0.12,390,0,1,0,0,1,51,0,88,2,5,5,3,1,1,8,1,0.0
58436,58436,0.666,455,3,0,0,32,0,62,1,50,2,1,5,3,1,1,16,2,0.0
58460,58460,0.25,373,6,1,1,0,2,49,0,50,6,18,5,1,4,3,16,0,0.0
58471,58471,0.833,505,5,1,0,39,0,60,0,50,5,9,5,1,5,4,19,1,0.0
58475,58475,0.666,247,8,0,0,25,2,40,0,60,7,10,5,1,5,5,14,1,0.0
58486,58486,0.249,328,6,1,0,25,2,49,0,56,5,14,5,1,7,3,14,1,0.0
58497,58497,0.558,478,5,1,0,32,1,58,0,50,5,15,5,1,8,5,15,2,0.0
58508,58508,0.228,168,6,1,1,32,1,36,0,100,3,13,5,1,5,3,15,1,0.0
58517,58517,0.983,544,8,1,0,39,0,67,0,90,7,15,5,3,8,3,15,1,0.0
58535,58535,0.005,256,0,1,0,32,0,47,0,50,2,13,5,3,9,5,15,1,0.0
58547,58547,0.333,240,8,1,1,0,2,39,0,51,6,15,5,1,2,3,16,1,0.0
58564,58564,0.833,148,3,1,0,32,1,33,0,85,4,11,5,1,2,3,18,1,0.0
58568,58568,0.166,71,1,0,1,32,1,24,1,95,2,2,5,3,1,1,17,1,0.0
58570,58570,0.587,438,2,1,0,0,2,57,0,50,7,15,5,3,8,3,17,2,0.0
58597,58597,0.166,335,1,1,0,0,2,47,0,59,6,12,5,1,2,3,5,2,0.0
58663,58663,0.833,66,3,1,1,32,2,27,0,85,6,15,5,3,9,4,16,0,378.0879154
58678,58678,0.603,89,4,1,1,32,0,38,0,100,5,11,5,1,7,5,9,1,0.0
58691,58691,0.75,151,6,1,0,32,0,39,0,90,5,9,5,1,7,5,6,1,0.0
58720,58720,0.109,112,1,1,1,32,1,31,0,100,1,14,5,3,9,4,3,0,0.0
58726,58726,0.166,268,6,1,1,32,1,40,0,60,4,10,5,1,5,4,19,1,0.0
58764,58764,0.239,457,0,1,0,32,1,56,0,50,3,14,5,3,8,3,8,1,0.0
58778,58778,0.535,582,6,1,0,39,0,66,0,50,4,13,5,1,5,3,17,1,0.0
58780,58780,0.05,245,2,0,0,32,1,38,0,106,2,4,5,3,1,1,3,1,0.0
58809,58809,0.166,413,6,1,0,32,0,52,0,50,3,13,5,3,7,3,7,1,0.0
58840,58840,0.75,352,4,1,0,32,1,51,0,80,2,3,5,3,1,1,13,1,0.0
58869,58869,0.78,157,0,1,1,32,1,31,0,51,2,4,5,3,1,1,5,1,0.0
58886,58886,0.021,263,2,1,0,32,2,42,0,50,1,16,5,3,8,3,18,2,0.0
58895,58895,0.714,122,0,1,1,32,2,28,0,85,2,3,5,3,1,1,12,1,0.0
58898,58898,0.788,209,1,1,1,32,0,35,0,50,5,8,5,1,4,4,14,1,0.0
58900,58900,0.333,303,3,1,1,32,1,44,0,50,1,5,5,3,1,1,7,1,0.0
58916,58916,0.499,444,6,1,0,25,3,55,0,50,5,14,5,1,7,3,15,1,0.0
58958,58958,0.456,301,0,1,0,29,2,43,0,65,1,5,5,3,1,1,14,1,0.0
58960,58960,0.333,236,7,1,0,32,0,49,1,68,3,12,5,1,5,3,13,0,0.0
58962,58962,0.013,111,8,1,1,32,1,27,0,90,5,10,5,1,5,5,15,1,0.0
58964,58964,0.784,165,5,1,1,32,0,33,0,62,5,8,5,1,5,4,15,1,0.0
59016,59016,0.499,560,0,0,0,32,2,65,0,50,2,14,5,3,9,5,17,2,0.0
59019,59019,0.249,660,7,1,0,39,0,82,0,50,5,10,5,1,5,5,7,1,0.0
59066,59066,0.071,124,1,0,0,32,1,29,1,80,2,2,5,3,1,1,15,1,0.0
59091,59091,0.208,205,3,1,0,27,2,42,0,50,4,11,5,1,4,5,14,1,0.0
59092,59092,0.833,112,6,0,1,10,1,29,0,90,5,10,5,1,5,5,1,1,0.0
59099,59099,0.508,274,1,1,0,27,2,43,0,50,7,11,5,1,5,5,18,1,0.0
59104,59104,0.447,420,1,1,0,0,2,57,0,55,5,12,5,3,8,5,11,1,0.0
59105,59105,0.174,268,5,1,0,32,0,42,0,85,2,4,5,3,1,1,13,0,0.0
59123,59123,0.054,70,4,0,1,32,1,30,0,106,2,3,5,3,1,1,16,1,0.0
59140,59140,0.325,204,3,1,1,32,1,35,0,57,2,14,5,3,9,4,12,1,0.0
59148,59148,0.435,442,8,1,0,39,0,65,0,57,7,15,5,1,4,3,10,1,0.0
59155,59155,0.75,527,2,1,0,32,1,67,0,50,7,14,5,3,8,5,15,0,0.0
59161,59161,0.555,383,8,1,0,39,0,68,0,50,5,17,5,1,8,3,16,1,0.0
59167,59167,0.749,43,2,1,1,32,1,41,1,90,1,14,5,3,9,4,7,0,0.0
59168,59168,0.158,525,4,1,1,39,0,66,0,50,6,12,5,3,9,5,16,2,0.0
59228,59228,0.955,183,7,1,1,32,0,37,1,50,5,7,5,1,4,2,19,1,0.0
59229,59229,0.833,145,6,1,0,32,1,30,0,78,5,9,5,1,5,4,16,2,0.0
59240,59240,0.827,166,2,0,0,0,1,32,0,76,1,14,5,3,9,4,16,0,0.0
59250,59250,0.968,368,2,1,0,34,2,48,0,50,7,16,5,3,8,3,15,0,0.0
59259,59259,0.214,153,2,0,0,0,1,32,0,72,2,4,5,3,1,1,18,1,0.0
59263,59263,0.5,231,7,0,0,34,0,46,0,52,5,12,5,1,5,3,19,1,0.0
59274,59274,0.25,308,5,0,0,32,0,48,1,50,5,12,5,1,6,5,13,1,0.0
59281,59281,0.666,330,4,0,0,32,1,47,0,50,2,14,5,3,9,4,5,1,0.0
59285,59285,0.564,408,3,1,0,32,1,52,0,50,5,15,5,3,9,5,7,2,0.0
59299,59299,0.416,122,8,1,0,32,1,43,0,68,5,12,5,1,7,5,14,1,0.0
59301,59301,0.695,310,5,1,0,34,1,55,0,50,5,12,5,3,8,4,16,0,0.0
59345,59345,0.333,224,8,1,0,32,1,38,0,50,5,9,5,1,4,4,18,1,0.0
59348,59348,0.811,309,5,0,0,0,2,49,0,80,3,13,5,1,4,3,8,1,0.0
59359,59359,0.4,194,6,1,1,32,1,35,0,51,5,11,5,3,8,4,10,1,0.0
59394,59394,0.499,440,5,1,0,32,1,55,0,50,6,17,5,1,4,3,15,0,0.0
59415,59415,0.833,420,7,1,0,32,1,53,1,50,5,12,5,1,5,3,19,0,0.0
59427,59427,0.166,162,8,1,0,32,1,36,0,68,5,8,5,1,5,4,10,1,0.0
59441,59441,0.5,236,3,1,0,32,1,42,0,50,2,11,5,3,8,3,7,0,0.0
59450,59450,0.916,72,0,0,1,32,1,24,0,76,1,7,5,3,1,1,16,2,0.0
59473,59473,0.249,178,6,1,0,32,2,34,0,52,3,14,5,1,5,3,7,2,0.0
59488,59488,0.333,326,2,1,0,0,2,46,0,50,2,2,5,3,1,1,4,1,0.0
59502,59502,0.072,327,6,1,0,28,2,49,0,85,5,14,5,3,8,3,10,1,0.0
59508,59508,0.058,326,0,1,0,32,1,56,0,50,3,15,5,3,7,3,15,1,0.0
59526,59526,0.666,310,8,0,1,32,2,46,0,50,5,8,5,1,4,4,9,1,331.2761329
59529,59529,0.083,323,8,1,0,32,1,48,0,95,5,11,5,1,5,3,11,1,0.0
59549,59549,0.833,130,4,1,0,32,1,29,0,68,2,14,5,3,9,4,11,0,76.74
59554,59554,0.833,462,1,0,0,32,1,58,0,50,5,13,5,3,8,4,8,1,0.0
59565,59565,0.333,145,1,1,1,32,0,37,1,51,1,15,5,3,8,3,16,0,0.0
59567,59567,0.166,159,7,0,0,32,1,32,0,71,5,5,5,1,4,2,15,1,0.0
59610,59610,0.264,160,0,1,1,32,1,31,0,112,2,3,5,3,1,1,16,2,0.0
59612,59612,0.673,237,2,1,0,29,1,37,0,51,2,4,5,3,1,1,16,1,0.0
59617,59617,0.083,355,0,1,0,32,2,55,0,50,3,15,5,3,7,3,14,1,0.0
59667,59667,0.416,241,2,1,0,29,1,39,0,50,1,17,5,3,9,3,7,0,0.0
59680,59680,0.028,335,7,0,0,7,1,46,0,58,5,9,5,1,5,4,16,1,0.0
59684,59684,0.166,195,5,1,1,32,1,39,1,50,6,15,5,3,9,4,18,0,0.0
59761,59761,1.0,345,8,0,0,34,1,47,0,57,5,10,5,1,4,4,16,0,0.0
59779,59779,0.079,491,5,1,0,44,2,58,0,76,4,15,5,1,5,3,20,1,0.0
59804,59804,0.083,283,7,0,0,32,0,42,0,90,6,18,5,1,4,3,15,0,0.0
59838,59838,0.316,407,0,1,0,32,1,52,1,50,2,4,5,3,1,1,13,1,0.0
59851,59851,0.616,387,1,1,0,25,2,50,0,52,1,5,5,3,1,1,18,0,2210.10997
59879,59879,0.833,296,5,1,0,25,3,42,0,50,7,7,5,1,4,4,19,1,0.0
59912,59912,0.749,43,2,1,1,32,1,41,1,90,1,14,5,3,9,4,7,0,0.0
59914,59914,0.305,405,7,0,0,44,1,56,0,100,5,14,5,1,8,3,18,0,0.0
59921,59921,0.744,417,6,1,0,32,2,52,0,50,4,10,5,1,5,4,16,1,0.0
59933,59933,0.003,27,4,1,1,10,1,21,0,90,1,4,5,3,1,1,6,1,0.0
59966,59966,0.942,447,4,1,0,32,2,56,0,50,4,13,5,1,5,3,13,1,0.0
60000,60000,0.102,243,7,1,1,32,1,38,0,62,3,14,5,1,4,3,6,1,0.0
60012,60012,0.557,163,2,0,0,32,0,33,0,68,6,14,5,1,3,3,16,2,0.0
60014,60014,0.416,263,0,0,0,25,3,52,0,50,1,14,5,3,8,4,16,2,0.0
60016,60016,0.718,286,4,0,0,20,0,41,0,50,3,13,5,3,7,3,17,1,0.0
60031,60031,0.499,403,6,0,0,32,2,60,0,67,8,11,5,1,6,0,1,1,0.0
60087,60087,0.255,334,8,1,0,34,1,50,0,54,0,11,5,1,1,0,13,1,0.0
60110,60110,0.083,452,5,1,0,20,0,57,0,90,5,11,5,1,5,5,15,1,0.0
60113,60113,0.033,462,0,1,0,0,2,73,0,50,5,15,5,3,9,3,3,0,0.0
60128,60128,0.033,462,0,1,0,0,2,73,0,50,5,15,5,3,9,3,3,0,0.0
60129,60129,0.173,153,8,1,0,32,0,31,0,54,2,11,5,3,6,5,9,1,0.0
60149,60149,0.333,184,7,1,1,32,1,38,0,95,5,12,5,1,5,3,13,1,0.0
60154,60154,0.25,486,1,0,0,32,0,60,0,80,2,4,5,3,1,1,17,0,0.0
60169,60169,0.083,367,4,0,0,32,0,53,1,50,2,4,5,3,1,1,15,1,0.0
60174,60174,0.169,380,8,1,0,32,1,58,0,50,5,10,5,1,4,5,14,1,0.0
60176,60176,0.135,172,3,0,0,32,1,32,0,90,6,17,5,3,8,3,7,0,0.0
60200,60200,0.238,363,6,1,0,32,2,49,0,106,3,14,5,1,5,3,19,1,0.0
60202,60202,0.083,271,8,1,1,32,2,42,0,90,8,11,5,1,4,3,19,1,0.0
60206,60206,0.552,414,1,1,0,0,2,57,0,58,5,12,5,3,8,5,11,1,0.0
60226,60226,0.066,128,0,0,0,32,1,29,0,60,5,15,5,3,9,3,8,0,0.0
60238,60238,0.249,303,4,1,0,32,1,45,0,55,7,16,5,3,8,3,6,0,0.0
60263,60263,0.519,173,5,1,1,34,1,32,0,95,2,14,5,3,9,4,20,2,0.0
60273,60273,0.267,333,4,1,0,32,1,48,0,50,3,12,5,3,7,3,14,0,0.0
60280,60280,0.002,93,0,1,1,32,1,33,0,100,2,3,5,3,1,1,18,1,0.0
60325,60325,0.083,283,7,0,0,32,0,42,0,90,6,18,5,1,4,3,15,0,0.0
60328,60328,0.166,175,5,1,1,30,1,32,0,76,5,15,5,1,7,3,9,1,0.0
60365,60365,0.25,486,1,0,0,32,0,60,0,80,2,4,5,3,1,1,17,0,0.0
60411,60411,0.01,317,0,1,0,0,1,45,0,67,3,14,5,3,8,3,19,1,0.0
60417,60417,0.736,169,5,1,0,32,2,33,0,55,3,14,5,1,5,3,7,2,0.0
60427,60427,0.248,239,3,1,0,32,3,37,0,50,6,15,5,3,9,4,16,0,0.0
60440,60440,0.833,410,4,0,0,32,1,54,0,62,6,13,5,1,4,3,9,1,0.0
60446,60446,0.666,237,7,0,1,32,1,39,1,50,5,9,5,1,6,4,13,1,0.0
60501,60501,0.002,402,3,0,0,32,1,54,1,50,1,4,5,3,1,1,13,0,0.0
60517,60517,0.499,327,8,1,0,32,1,45,0,50,5,13,5,1,7,3,19,1,0.0
60534,60534,0.149,438,5,0,0,20,0,56,0,50,2,14,5,3,9,3,4,0,1190.48
60548,60548,0.42,255,0,1,0,25,1,45,0,50,1,15,5,3,8,3,11,0,0.0
60590,60590,0.833,268,7,1,0,32,2,40,0,50,4,12,5,1,4,3,17,1,0.0
60592,60592,0.499,290,6,0,0,34,1,56,0,55,5,11,5,1,5,5,4,1,0.0
60618,60618,0.25,178,2,1,0,30,2,33,0,90,7,13,5,3,9,5,16,1,0.0
60619,60619,0.249,110,5,0,0,32,1,28,0,85,2,4,5,3,1,1,9,2,0.0
60627,60627,0.916,466,4,1,0,32,0,59,0,50,1,16,5,3,9,3,4,0,0.0
60633,60633,0.631,336,5,1,0,32,1,49,0,54,3,12,5,1,2,3,15,1,0.0
60636,60636,0.021,149,5,1,0,32,1,31,0,68,3,14,5,1,5,3,10,1,0.0
60663,60663,0.416,154,2,0,0,25,0,42,0,90,2,2,5,3,1,1,19,1,0.0
60664,60664,0.249,152,8,1,0,32,1,30,0,72,7,13,5,1,6,5,15,1,0.0
60685,60685,0.196,184,7,1,0,32,2,34,0,76,5,10,5,1,5,4,18,2,0.0
60747,60747,0.927,286,8,1,0,32,0,42,0,85,5,15,5,1,7,3,18,0,0.0
60751,60751,0.654,313,2,1,0,0,1,55,0,50,2,4,5,3,1,1,16,1,0.0
60756,60756,0.583,457,6,1,0,39,0,68,1,50,5,10,5,1,5,5,17,2,0.0
60763,60763,0.603,223,0,1,0,29,2,36,0,50,2,2,5,3,1,1,16,0,0.0
60798,60798,0.166,160,2,1,0,32,1,31,0,76,2,9,5,3,2,1,15,2,0.0
60819,60819,0.666,300,8,1,0,32,1,63,0,50,5,9,5,1,5,4,9,1,0.0
60833,60833,0.594,131,2,1,1,32,0,30,0,85,5,14,5,3,9,5,8,1,0.0
60845,60845,0.083,324,0,1,0,32,1,45,0,50,2,4,5,3,1,1,16,0,0.0
60891,60891,0.534,413,6,1,0,25,3,52,0,50,8,12,5,1,4,3,15,1,0.0
60901,60901,0.013,170,2,0,0,32,1,32,0,90,7,16,5,3,8,3,7,0,0.0
60917,60917,0.333,255,7,1,0,32,1,43,0,64,4,12,5,1,5,3,11,1,0.0
60930,60930,0.333,121,8,1,1,0,0,28,1,80,5,6,5,1,5,2,11,1,0.0
60940,60940,0.292,44,8,1,1,32,1,22,0,112,5,9,5,1,6,4,19,1,0.0
60955,60955,0.06,15,8,1,0,32,0,41,0,100,5,9,5,1,3,5,19,1,0.0
61004,61004,0.916,110,8,0,0,32,1,28,0,80,5,7,5,1,5,2,11,1,0.0
61013,61013,0.002,274,8,1,0,39,0,62,0,50,5,13,5,1,7,3,13,0,0.0
61017,61017,0.147,468,8,1,0,32,0,68,0,63,5,13,5,1,5,3,20,1,0.0
61028,61028,0.299,214,2,0,1,32,1,36,0,90,2,2,5,3,1,1,16,0,0.0
61032,61032,0.75,339,2,0,0,34,1,50,0,50,2,15,5,3,9,3,6,2,0.0
61034,61034,0.56,95,6,0,0,32,1,32,0,68,5,4,5,1,3,2,5,1,0.0
61049,61049,0.961,364,4,1,0,32,0,51,1,50,1,15,5,3,8,3,16,0,0.0
61059,61059,0.502,377,8,1,0,32,1,50,0,50,3,11,5,1,4,3,10,1,0.0
61072,61072,0.901,63,8,1,1,32,1,23,0,90,5,7,5,1,5,5,19,2,0.0
61080,61080,0.666,453,6,1,0,20,0,57,0,90,5,11,5,1,5,5,15,1,0.0
61085,61085,0.249,381,6,1,0,25,1,55,0,65,3,12,5,1,5,3,11,1,0.0
61091,61091,0.274,344,2,1,0,44,2,47,0,85,5,11,5,3,8,4,8,1,0.0
61095,61095,0.872,563,6,1,0,39,0,67,0,50,5,14,5,1,7,3,18,1,2196.477644
61099,61099,0.083,91,5,0,1,34,1,28,0,95,2,4,5,3,1,1,16,1,0.0
61109,61109,0.025,401,6,1,0,44,2,52,0,50,7,15,5,1,8,3,17,0,0.0
61127,61127,0.091,230,2,1,1,34,1,49,0,50,5,17,5,3,9,3,15,2,0.0
61167,61167,0.333,78,1,0,1,32,1,35,0,76,2,4,5,3,1,1,2,1,0.0
61176,61176,0.166,392,8,1,0,39,0,73,0,50,4,13,5,1,4,3,17,1,0.0
61182,61182,0.127,184,1,1,0,34,1,33,0,59,6,13,5,1,2,3,12,2,0.0
61183,61183,0.583,229,4,1,0,32,0,44,0,50,2,13,5,3,9,5,20,0,0.0
61189,61189,0.684,431,4,1,1,32,2,53,0,50,1,5,5,3,1,1,3,1,0.0
61190,61190,0.368,168,0,0,0,0,0,58,1,56,5,13,5,3,8,3,18,1,0.0
61204,61204,0.978,149,5,1,0,32,1,31,0,64,3,14,5,1,5,3,10,1,0.0
61219,61219,0.833,350,0,1,0,32,2,48,0,50,4,15,5,3,7,3,17,2,0.0
61222,61222,0.916,95,0,0,1,32,1,26,0,68,2,3,5,3,1,1,7,1,0.0
61232,61232,0.249,124,7,0,0,34,0,31,0,68,3,13,5,1,5,3,16,1,0.0
61256,61256,0.75,505,2,1,0,0,2,60,0,50,5,17,5,3,9,3,17,0,0.0
61260,61260,0.005,189,6,0,0,34,0,46,0,91,5,10,5,1,5,5,13,0,0.0
61276,61276,0.5,164,5,1,1,32,1,31,0,75,5,5,5,1,4,2,14,0,0.0
